ug,final_G,final_A,final_C,final_F,final_M,final_R,reserve_potential,risk_surface,hazard,regime,minimum_state,maximum_state
0.735,0.683719921683717,0.30501698606491523,0.14766669058056728,0.23426865193094032,0.1930289751635528,0.47988970909158113,0.20621230183948575,0.03080493575434684,0.7400905968547022,Depleted,0.09264082292406778,0.74
0.74,0.6851842319246857,0.30552381487764185,0.14791114821647885,0.23465973787287986,0.19337872490834856,0.4794172529318052,0.2052322349742759,0.031557205192101284,0.741246554480431,Depleted,0.09266540603804088,0.74
0.745,0.6866350437390746,0.3060253797006296,0.1481530814791965,0.23504683063438064,0.19372499331766474,0.4789502498850506,0.20426260339088442,0.03230171822692371,0.7423872933881455,Depleted,0.09268991100022055,0.74
0.75,0.6880725430024193,0.30652176138777576,0.1483925286939496,0.23542999042074927,0.19406783166037253,0.4784886071628589,0.2033032415517826,0.033038594075307626,0.7435130921185904,Depleted,0.09271433813041921,0.74
0.755,0.689496912189958,0.3070130391622787,0.14862952742695987,0.23580927624788028,0.19440729021412445,0.4780322340449245,0.20235398739015575,0.033767949529926095,0.7446242229024398,Depleted,0.09273868774726796,0.74
0.76,0.6909083304541016,0.3074992906570212,0.14886411450382786,0.236184745971085,0.19474341828888497,0.4775810418226559,0.20141468222005832,0.03448989902055738,0.7457209518248441,Depleted,0.09276205199452439,0.74
0.765,0.692306973699779,0.3079805919537657,0.14909632602741585,0.23655645631310646,0.19507626424980393,0.4771349437446037,0.2004851706493766,0.03520455467316899,0.7468035389852953,Depleted,0.09278510166821508,0.74
0.77,0.6936930146577293,0.30845701762120026,0.14932619739524583,0.23692446289134855,0.1954058755394548,0.47669385496368605,0.19956530049550014,0.035912026367223765,0.7478722386529457,Depleted,0.09280807985979662,0.74
0.775,0.6950666229557981,0.3089286407518733,0.14955376331642944,0.23728882024434472,0.19573229869945735,0.4762576924861489,0.19865492270360807,0.03661242179126778,0.7489272994175072,Depleted,0.0928309868543969,0.74
0.78,0.6964279651926408,0.30939553300289724,0.14977905782227793,0.23764958185482432,0.19605557939181825,0.4758263751002846,0.19775389124532194,0.03730584650797414,0.7499689643525328,Depleted,0.092853822936139,0.74
0.7849999999999999,0.6977772049964088,0.30985776462093273,0.15000211429408628,0.23800680018012024,0.19637576241872715,0.47539982337349923,0.19686206308731857,0.03799240398368628,0.7509974711235413,Depleted,0.092876588388087,0.74
0.7899999999999999,0.6991145030958796,0.31031540448194866,0.15022296547161593,0.23836052667321014,0.1966928917428289,0.474977959578721,0.19597929808921144,0.03867219565310931,0.7520130521474095,Depleted,0.09289866283334693,0.74
0.7949999999999999,0.7004400173848297,0.31076852012459066,0.150441643467611,0.23871081180608958,0.19700701050660369,0.47456070764748837,0.19510545892920544,0.03934532096969173,0.753015934728422,Depleted,0.0929201919316695,0.74
0.7999999999999999,0.701753902983523,0.31121717778122937,0.1506581797835812,0.23905770509324398,0.19731816105112884,0.4741479931305815,0.19424041103811007,0.040011877451466255,0.7540063411858877,Depleted,0.09294165597537868,0.74
0.8049999999999999,0.7030563122994027,0.3116614424090412,0.1508726053240597,0.2394012551139752,0.1976263849343921,0.4737397431557577,0.19338402253113246,0.040671960727668016,0.7549844889813206,Depleted,0.09296305521738109,0.74
0.8099999999999999,0.7043473950861874,0.3121013777202085,0.15108495041048364,0.23974150953412066,0.19793172294911213,0.47333588638682617,0.1925361641417141,0.041325664584001304,0.7559505908420184,Depleted,0.09298438990969563,0.74
0.815,0.7056272985014204,0.3125370462112676,0.15129524479470993,0.2400785151271835,0.19823421514008077,0.4729363529840173,0.19169670915734266,0.04197308100659805,0.7569048548811442,Depleted,0.09300566030340703,0.74
0.82,0.7068961671625172,0.31296850919163194,0.1515035176721782,0.24041231779489444,0.19853390082104258,0.4725410745656011,0.1908655333572738,0.0426143002247108,0.7578474847144145,Depleted,0.0930268666486214,0.74
0.825,0.7081541432020515,0.3133958268122875,0.15170979769357476,0.24074296258668804,0.19883081859119234,0.4721499841659462,0.19004251494730473,0.04324941075457722,0.7587786795769977,Depleted,0.09304713271495396,0.74
0.83,0.7094013663226411,0.313819058095177,0.15191411297434876,0.2410704937178328,0.1991250063513326,0.47176301618778316,0.1892275344893532,0.04387849944557487,0.7596986344422361,Depleted,0.0930671676978047,0.74
0.835,0.7106379738421092,0.3142382609499767,0.15211649111809558,0.24139495459354024,0.1994165013187837,0.471380106413363,0.18842047489084202,0.04450165149622451,0.7606075400948792,Depleted,0.09308714376002726,0.74
0.84,0.711864100750562,0.314653492208801,0.15231695921742033,0.2417163878223499,0.19970534004318655,0.4710011919252849,0.18762122130381087,0.04511895051501891,0.7615055832685688,Depleted,0.09310706112479618,0.74
0.845,0.7130798797575961,0.3150648076482078,0.15251554386875443,0.2420348352356121,0.1999915584210732,0.47062621108744424,0.18682966108506305,0.04573047855048487,0.7623929467368523,Depleted,0.09312692001447537,0.74
0.85,0.7142854413403026,0.31547226201335604,0.15271227118350741,0.24235033790493724,0.20027519171024669,0.4702551035129801,0.18604568374377595,0.04633631612724884,0.7632698094116976,Depleted,0.0931467206505792,0.74
0.855,0.715480913790056,0.3158759090415057,0.15290716679893218,0.24266293615918647,0.20055627454378763,0.46988781003319796,0.1852691808906186,0.046936542281099364,0.764136346439254,Depleted,0.09316646325373597,0.74
0.86,0.716666423258128,0.31627580148487866,0.15310025588871287,0.24297266960101843,0.20083484094369747,0.4695242726674346,0.18450004618832616,0.047531234593075455,0.7649927292929398,Depleted,0.09318560120859193,0.74
0.865,0.7178420938001584,0.31667199113290095,0.1532915631732846,0.24327957712300485,0.20111092433419026,0.4691644345938378,0.18373817530368813,0.0481204692226114,0.7658391258639352,Depleted,0.09320423347211465,0.74
0.87,0.7190080474195143,0.31706452883384517,0.15348111292989453,0.24358369692332899,0.20138455755464307,0.46880824012102607,0.18298346586090236,0.04870432093976901,0.7666757005491567,Depleted,0.09322281242045274,0.74
0.875,0.7201644041099317,0.31745346451653983,0.1536689290016407,0.2438850665207196,0.20165577287226047,0.46845563465715484,0.1822358173928012,0.04928286315830224,0.7675026143392418,Depleted,0.09324133825019722,0.74
0.88,0.7213112818983,0.31783884721369093,0.1538550348036179,0.24418372276777695,0.2019246019945646,0.4681065646684241,0.18149513128198524,0.04985616797351347,0.7683200249121694,Depleted,0.09325981115721359,0.74
0.885,0.7224487968797365,0.3182207250724993,0.15403945334331748,0.24447970187064694,0.20219107608071718,0.4677609777026664,0.18076131076751506,0.050424306167283356,0.7691280866789746,Depleted,0.09327823133660965,0.74
0.89,0.723577063261737,0.3185991453829058,0.15422220721925148,0.24477303939827813,0.20245522575382224,0.46741882231722903,0.18003426085624302,0.05098734726034823,0.7699269508958411,Depleted,0.09329659898270487,0.74
0.895,0.7246961934009714,0.31897415459386397,0.15440331863292156,0.24506377029766643,0.20271708111212514,0.4670800480687404,0.1793138882965094,0.05154535953333475,0.7707167657304743,Depleted,0.0933149142890013,0.74
0.9,0.7258062978406565,0.3193457983317959,0.15458280939739363,0.24535192890726185,0.20297667174011366,0.46674460548923347,0.17860010153858652,0.05209841005419569,0.7714976763366127,Depleted,0.09333257704264121,0.74
